sku,category name,model_number,name,currency,original price,original stock,max_order_quantity,total_reviews,average_rating,image,url
1001613137,Drills,PBLDD01K,18V ONE+ HP Brushless Cordless Drill/Driver Kit with (2) 2.0 HP Batteries and Charger,CAD,199.0,0,,278,4.741,https://images.homedepot.ca/productimages/p_1001613137.jpg,https://www.homedepot.ca/product/ryobi-18v-one-hp-brushless-cordless-drill-driver-kit-with-2-2-0-hp-batteries-and-charger/1001613137
1001052942,Drills,2866-20,M18 Fuel 18V Cordless Drywall Screw Gun (Tool Only),CAD,199.0,3,,459,4.5425,https://images.homedepot.ca/productimages/p_1001052942.jpg,https://www.homedepot.ca/product/milwaukee-tool-m18-fuel-18v-cordless-drywall-screw-gun-tool-only-/1001052942
1001513772,Drills,2505-22,M12 FUEL 12V Li-ion Brushless Cordless 4-in-1 Installation 3/8 in. Drill Driver Kit W/ 4 Tool Heads,CAD,299.0,3,,840,4.7095,https://images.homedepot.ca/productimages/p_1001513772.jpg,https://www.homedepot.ca/product/milwaukee-tool-m12-fuel-12v-li-ion-brushless-cordless-4-in-1-installation-3-8-in-drill-driver-kit-w-4-tool-heads/1001513772
1001794869,Drills,DHP487Y005,18V LXT LithiumIon Brushless 1/2-Inch SubCompact Hammer Drill-Driver Kit w/1.5Ah Battery & Charger,CAD,129.0,18,,5,4.8,https://images.homedepot.ca/productimages/p_1001794869.jpg,https://www.homedepot.ca/product/makita-18v-lxt-lithiumion-brushless-1-2-inch-subcompact-hammer-drill-driver-kit-w-1-5ah-battery-charger/1001794869
1001501060,Drills,2505-20,M12 FUEL 12V Li-Ion Brushless 4-in-1 Installation 3/8-inch Drill Driver W/ 4 Tool Head (Tool Only),CAD,229.0,0,,1207,4.7457,https://images.homedepot.ca/productimages/p_1001501060.jpg,https://www.homedepot.ca/product/milwaukee-tool-m12-fuel-12v-li-ion-brushless-4-in-1-installation-3-8-inch-drill-driver-w-4-tool-head-tool-only-/1001501060
1001688502,Drills,PCL220K1,18V ONE+ Lithium-Ion Cordless 1/2-inch Hammer Drill Kit 1.5 Ah with Battery and Charger,CAD,149.0,0,,30,4.5,https://images.homedepot.ca/productimages/p_1001688502.jpg,https://www.homedepot.ca/product/ryobi-18v-one-lithium-ion-cordless-1-2-inch-hammer-drill-kit-1-5-ah-with-battery-and-charger/1001688502
1001757851,Drills,DCF630B,20V MAX XR Brushless Drywall Screwgun (Tool Only),CAD,229.0,4,,71,4.4789,https://images.homedepot.ca/productimages/p_1001757851.jpg,https://www.homedepot.ca/product/dewalt-20v-max-xr-brushless-drywall-screwgun-tool-only-/1001757851
1000656977,Drills,2402-20,M12 FUEL 12V Lithium-Ion Brushless Cordless 1/4 -inch Hex 2-Speed Screwdriver (Tool Only),CAD,138.0,0,,470,4.7809,https://images.homedepot.ca/productimages/p_1000656977.jpg,https://www.homedepot.ca/product/milwaukee-tool-m12-fuel-12v-lithium-ion-brushless-cordless-1-4-inch-hex-2-speed-screwdriver-tool-only-/1000656977
1001592203,Drills,R86001K,18V Lithium-Ion Cordless 1/2-inch Drill/Driver Kit with 18V 2.0 Ah Battery and Charger,CAD,129.0,6,,355,4.5268,https://images.homedepot.ca/productimages/p_1001592203.jpg,https://www.homedepot.ca/product/ridgid-18v-lithium-ion-cordless-1-2-inch-drill-driver-kit-with-18v-2-0-ah-battery-and-charger/1001592203
1000822684,Drills,2415-20,M12 12V Cordless 3/8-inch Right Angle Drill/Driver (Tool Only),CAD,129.0,3,,568,4.6215,https://images.homedepot.ca/productimages/p_1000822684.jpg,https://www.homedepot.ca/product/milwaukee-tool-m12-12v-cordless-3-8-inch-right-angle-drill-driver-tool-only-/1000822684
1000657245,Drills,11255VSR,Bulldog Extreme 120V 1-inch Corded SDS-Plus Rotary Hammer Drill Tool with Carrying Case,CAD,298.0,1,,781,4.7068,https://images.homedepot.ca/productimages/p_1000657245.jpg,https://www.homedepot.ca/product/bosch-bulldog-extreme-120v-1-inch-corded-sds-plus-rotary-hammer-drill-tool-with-carrying-case/1000657245
1001016114,Drills,DCH273B,20V MAX XR Lithium-Ion Cordless Brushless 1-inch SDS-Plus L-Shape Concrete & Masonry Rotary Hammer (Tool-Only),CAD,449.0,0,,300,4.7133,https://images.homedepot.ca/productimages/p_1001016114.jpg,https://www.homedepot.ca/product/dewalt-20v-max-xr-lithium-ion-cordless-brushless-1-inch-sds-plus-l-shape-concrete-masonry-rotary-hammer-tool-only-/1001016114
1000835944,Drills,2416-21XC,M12 FUEL 12V Lithium-Ion 5/8-Inch Brushless Cordless SDS-Plus Rotary Hammer Kit W/ 4.0h Battery,CAD,369.0,4,,230,4.6043,https://images.homedepot.ca/productimages/p_1000835944.jpg,https://www.homedepot.ca/product/milwaukee-tool-m12-fuel-12v-lithium-ion-5-8-inch-brushless-cordless-sds-plus-rotary-hammer-kit-w-4-0h-battery/1000835944
1001726412,Drills,3404-22,M12 FUEL 12V Li-Ion Brushless Next Generation 1/2 in Hammer Drill Kit w/ 4.0 Ah and 2.0 Ah Battery,CAD,248.0,6,,48,4.8125,https://images.homedepot.ca/productimages/p_1001726412.jpg,https://www.homedepot.ca/product/milwaukee-tool-m12-fuel-12v-li-ion-brushless-next-generation-1-2-in-hammer-drill-kit-w-4-0-ah-and-2-0-ah-battery/1001726412
1001628225,Drills,R86115B,18V Lithium-Ion Brushless Cordless 1/2-inch Hammer Drill (Tool-Only),CAD,168.0,0,,117,4.3846,https://images.homedepot.ca/productimages/p_1001628225.jpg,https://www.homedepot.ca/product/ridgid-18v-lithium-ion-brushless-cordless-1-2-inch-hammer-drill-tool-only-/1001628225
1000787963,Drills,PRO250G2D25K,Quik Drive PRO250 Subfloor System w/ DeWalt 2500 RPM Screwdriver Motor,CAD,448.0,0,,5,3.8,https://images.homedepot.ca/productimages/p_1000787963.jpg,https://www.homedepot.ca/product/simpson-strong-tie-quik-drive-pro250-subfloor-system-w-dewalt-2500-rpm-screwdriver-motor/1000787963
1001719236,Drills,DCD805D2,"20V MAX XR Brushless 1/2"" Hammer Drill Kit with (2) 2Ah Batteries and Charger",CAD,249.0,3,,10,4.8,https://images.homedepot.ca/productimages/p_1001719236.jpg,https://www.homedepot.ca/product/dewalt-20v-max-xr-brushless-1-2-hammer-drill-kit-with-2-2ah-batteries-and-charger/1001719236
1001755004,Drills,2903-20,M18 FUEL 18-Volt Lithium-Ion Brushless Cordless Next Generation 1/2 in. Drill/Driver (Tool-Only),CAD,248.0,0,,27,4.963,https://images.homedepot.ca/productimages/p_1001755004.jpg,https://www.homedepot.ca/product/milwaukee-tool-m18-fuel-18-volt-lithium-ion-brushless-cordless-next-generation-1-2-in-drill-driver-tool-only-/1001755004
1001501506,Drills,2407-20,M12 12V Lithium-Ion Cordless 3/8-inch Drill/Driver (Tool Only),CAD,76.0,6,,141,4.766,https://images.homedepot.ca/productimages/p_1001501506.jpg,https://www.homedepot.ca/product/milwaukee-tool-m12-12v-lithium-ion-cordless-3-8-inch-drill-driver-tool-only-/1001501506
1001102998,Drills,P225,18V ONE+ Brushless Cordless Drywall Screw Gun (Tool Only),CAD,119.0,0,,274,4.2372,https://images.homedepot.ca/productimages/p_1001102998.jpg,https://www.homedepot.ca/product/ryobi-18v-one-brushless-cordless-drywall-screw-gun-tool-only-/1001102998
1001650155,Drills,2912-22,"M18 FUEL 18V Li-Ion 1 -inch Cordless SDS-Plus Rotary Hammer Kit w/ Two 6.0 Ah Batteries, Hard Case",CAD,848.0,0,,69,4.7971,https://images.homedepot.ca/productimages/p_1001650155.jpg,https://www.homedepot.ca/product/milwaukee-tool-m18-fuel-18v-li-ion-1-inch-cordless-sds-plus-rotary-hammer-kit-w-two-6-0-ah-batteries-hard-case/1001650155
1001102020,Drills,R86630B,18V Cordless Brushless Drywall Screwdriver with Collated Attachment (Tool-Only),CAD,189.0,1,,88,4.1364,https://images.homedepot.ca/productimages/p_1001102020.jpg,https://www.homedepot.ca/product/ridgid-18v-cordless-brushless-drywall-screwdriver-with-collated-attachment-tool-only-/1001102020
1001708049,Drills,FVD01K,4V Lithium-Ion Cordless Screwdriver Kit with USB Charger,CAD,29.88,0,,852,4.5117,https://images.homedepot.ca/productimages/p_1001708049.jpg,https://www.homedepot.ca/product/ryobi-4v-lithium-ion-cordless-screwdriver-kit-with-usb-charger/1001708049
1000147137,Drills,DS4012,1/2-inch (8.5-Amp) High Torque Spade Handle Drill/Mixer with Variable Speed (120V),CAD,218.0,6,,57,4.5088,https://images.homedepot.ca/productimages/p_1000147137.jpg,https://www.homedepot.ca/product/makita-1-2-inch-8-5-amp-high-torque-spade-handle-drill-mixer-with-variable-speed-120v-/1000147137
1001540031,Drills,2808-20,M18 FUEL 18V Li-Ion Brushless Cordless 7/16 -inch Hole Hawg RA Drill Kit with Quick-Lok (Tool Only),CAD,399.0,4,,140,4.3214,https://images.homedepot.ca/productimages/p_1001540031.jpg,https://www.homedepot.ca/product/milwaukee-tool-m18-fuel-18v-li-ion-brushless-cordless-7-16-inch-hole-hawg-ra-drill-kit-with-quick-lok-tool-only-/1001540031
1000724948,Drills,2401-20,M12 12V Lithium-Ion Cordless 1/4-inch Hex Screwdriver (Tool Only),CAD,78.98,0,,258,4.7713,https://images.homedepot.ca/productimages/p_1000724948.jpg,https://www.homedepot.ca/product/milwaukee-tool-m12-12v-lithium-ion-cordless-1-4-inch-hex-screwdriver-tool-only-/1000724948
1001088036,Drills,2810-20,M18 FUEL 18V Lithium-Ion Brushless Cordless 1/2 inch Mud Mixer (Tool Only),CAD,288.0,4,,313,4.7093,https://images.homedepot.ca/productimages/p_1001088036.jpg,https://www.homedepot.ca/product/milwaukee-tool-m18-fuel-18v-lithium-ion-brushless-cordless-1-2-inch-mud-mixer-tool-only-/1001088036
1001560532,Drills,2717-20,M18 FUEL 18V Lithium-Ion Brushless Cordless 1-9/16 -inch SDS-Max Rotary Hammer (Tool Only),CAD,778.0,2,,217,4.7005,https://images.homedepot.ca/productimages/p_1001560532.jpg,https://www.homedepot.ca/product/milwaukee-tool-m18-fuel-18v-lithium-ion-brushless-cordless-1-9-16-inch-sds-max-rotary-hammer-tool-only-/1001560532
1001769719,Drills,DCD794D1,"20V MAX Lithium-Ion Cordless Compact 1/2-inch Drill Driver with (1) 2Ah Battery, Charger and Bag",CAD,199.0,2,,5368,4.7411,https://images.homedepot.ca/productimages/p_1001769719.jpg,https://www.homedepot.ca/product/dewalt-20v-max-lithium-ion-cordless-compact-1-2-inch-drill-driver-with-1-2ah-battery-charger-and-bag/1001769719
1001813716,Drills,R87112K1SB,"18V SubCompact 1/2-inch Hammer Drill Kit with 2.0 Ah Battery, Charger, and Bag",CAD,129.0,0,,0,0.0,https://images.homedepot.ca/productimages/p_1001813716.jpg,https://www.homedepot.ca/product/ridgid-18v-subcompact-1-2-inch-hammer-drill-kit-with-2-0-ah-battery-charger-and-bag/1001813716
1001688855,Drills,PCL220B,18V ONE+ Lithium-Ion Cordless 1/2-inch Hammer Drill/Driver (Tool-Only),CAD,89.0,10,,245,4.6653,https://images.homedepot.ca/productimages/p_1001688855.jpg,https://www.homedepot.ca/product/ryobi-18v-one-lithium-ion-cordless-1-2-inch-hammer-drill-driver-tool-only-/1001688855
1000721580,Drills,D43K,5.5-Amp Corded 3/8-inch Variable Speed Compact Drill/Driver with Bag,CAD,57.98,6,,1524,4.4816,https://images.homedepot.ca/productimages/p_1000721580.jpg,https://www.homedepot.ca/product/ryobi-5-5-amp-corded-3-8-inch-variable-speed-compact-drill-driver-with-bag/1000721580
1001755006,Drills,3403-20,M12 FUEL 12-Volt Lithium-Ion Brushless Cordless Next Generation 1/2 in. Drill Driver (Tool-Only),CAD,168.0,0,,69,4.8116,https://images.homedepot.ca/productimages/p_1001755006.jpg,https://www.homedepot.ca/product/milwaukee-tool-m12-fuel-12-volt-lithium-ion-brushless-cordless-next-generation-1-2-in-drill-driver-tool-only-/1001755006
1000807105,Drills,2607-22CT,M18 18V Lithium-Ion Cordless 1/2-Inch Hammer Drill Driver Kit with (2) 1.5Ah Batteries,CAD,249.0,1,,73,4.2192,https://images.homedepot.ca/productimages/p_1000807105.jpg,https://www.homedepot.ca/product/milwaukee-tool-m18-18v-lithium-ion-cordless-1-2-inch-hammer-drill-driver-kit-with-2-1-5ah-batteries/1000807105
1001540029,Drills,2807-20,M18 FUEL GEN II 18V Li-Ion Brushless Cordless 1/2-inch Hole Hawg Right Angle Drill (Tool Only),CAD,399.0,0,,289,4.2664,https://images.homedepot.ca/productimages/p_1001540029.jpg,https://www.homedepot.ca/product/milwaukee-tool-m18-fuel-gen-ii-18v-li-ion-brushless-cordless-1-2-inch-hole-hawg-right-angle-drill-tool-only-/1001540029
1001599492,Drills,PBLHM101B,18V ONE+ HP Brushless Cordless 1/2-inch Hammer Drill (Tool-Only),CAD,159.0,0,,427,4.719,https://images.homedepot.ca/productimages/p_1001599492.jpg,https://www.homedepot.ca/product/ryobi-18v-one-hp-brushless-cordless-1-2-inch-hammer-drill-tool-only-/1001599492
1000694554,Drills,D620H,6.2 Amp 5/8-inch Variable Speed Reversible Hammer Drill,CAD,89.0,1,,1652,4.2421,https://images.homedepot.ca/productimages/p_1000694554.jpg,https://www.homedepot.ca/product/ryobi-6-2-amp-5-8-inch-variable-speed-reversible-hammer-drill/1000694554
1001751292,Drills,DCD800B,20V MAX XR Brushless Cordless 1/2 in. Drill/Driver (Tool Only),CAD,199.0,0,,62,4.8548,https://images.homedepot.ca/productimages/p_1001751292.jpg,https://www.homedepot.ca/product/dewalt-20v-max-xr-brushless-cordless-1-2-in-drill-driver-tool-only-/1001751292
1000730931,Drills,5262-21,8 Amp Corded 1-inch SDS D-Handle Rotary Hammer,CAD,329.0,4,,764,4.5131,https://images.homedepot.ca/productimages/p_1000730931.jpg,https://www.homedepot.ca/product/milwaukee-tool-8-amp-corded-1-inch-sds-d-handle-rotary-hammer/1000730931
1001795571,Drills,2613-20,M18 18V Lithium-Ion Brushless Cordless 1 in. SDS-Plus D-Handle Rotary Hammer (Tool-Only),CAD,288.0,4,,36,4.7222,https://images.homedepot.ca/productimages/p_1001795571.jpg,https://www.homedepot.ca/product/milwaukee-tool-m18-18v-lithium-ion-brushless-cordless-1-in-sds-plus-d-handle-rotary-hammer-tool-only-/1001795571
1001052959,Drills,2787-22HD,M18 FUEL 18V Lithium-Ion Brushless Cordless 1-1/2 -inch Magnetic Drill High Demand Kit,CAD,2499.0,0,,29,4.8966,https://images.homedepot.ca/productimages/p_1001052959.jpg,https://www.homedepot.ca/product/milwaukee-tool-m18-fuel-18v-lithium-ion-brushless-cordless-1-1-2-inch-magnetic-drill-high-demand-kit/1001052959
1000504978,Drills,SDS65,Sds+ Rotary Hammer Drill,CAD,159.0,0,,59,4.3898,https://images.homedepot.ca/productimages/p_1000504978.jpg,https://www.homedepot.ca/product/ryobi-sds-rotary-hammer-drill/1000504978
1001066500,Drills,GBM9-16,120V 5/8-inch Corded Drill/Mixer with Chuck Key and Auxiliary Handle,CAD,159.0,0,,93,4.7204,https://images.homedepot.ca/productimages/p_1001066500.jpg,https://www.homedepot.ca/product/bosch-120v-5-8-inch-corded-drill-mixer-with-chuck-key-and-auxiliary-handle/1001066500
1001612229,Drills,4272-21,13 Amp 1-5/8 -inch Electromagnetic Drill Kit,CAD,1569.0,0,,52,4.7692,https://images.homedepot.ca/productimages/p_1001612229.jpg,https://www.homedepot.ca/product/milwaukee-tool-13-amp-1-5-8-inch-electromagnetic-drill-kit/1001612229
1001776956,Drills,DCD800P1,20V MAX XR Brushless Cordless 1/2 in. Drill/Driver Kit,CAD,299.0,0,,108,4.713,https://images.homedepot.ca/productimages/p_1001776956.jpg,https://www.homedepot.ca/product/dewalt-20v-max-xr-brushless-cordless-1-2-in-drill-driver-kit/1001776956
1001693688,Drills,PCL206K2,18V ONE+ Lithium-Ion Cordless 1/2-inch Drill/Driver Kit with (2) 1.5 Ah Battery and Charger,CAD,129.0,7,,737,4.7096,https://images.homedepot.ca/productimages/p_1001693688.jpg,https://www.homedepot.ca/product/ryobi-18v-one-lithium-ion-cordless-1-2-inch-drill-driver-kit-with-2-1-5-ah-battery-and-charger/1001693688
1001274331,Drills,2902-20,M18 18V Lithium-Ion Brushless Cordless 1/2-Inch Compact Hammer Drill (Tool Only),CAD,218.0,3,,180,4.3889,https://images.homedepot.ca/productimages/p_1001274331.jpg,https://www.homedepot.ca/product/milwaukee-tool-m18-18v-lithium-ion-brushless-cordless-1-2-inch-compact-hammer-drill-tool-only-/1001274331
1001028429,Drills,3514171,120-Volt SDS-MAX TE 70-ATC-AVR Corded Rotary Hammer Drill with Chisel and TE-YX Drill Bit,CAD,3589.0,0,,6,5.0,https://images.homedepot.ca/productimages/p_1001028429.jpg,https://www.homedepot.ca/product/hilti-120-volt-sds-max-te-70-atc-avr-corded-rotary-hammer-drill-with-chisel-and-te-yx-drill-bit/1001028429
1001612234,Drills,PBLCK02K,"18V ONE+ HP Brushless Cordless Hammer Drill & 3-Speed Impact Driver Kit with (2) HP Batteries, Charger, and Bag",CAD,299.0,2,,221,4.7104,https://images.homedepot.ca/productimages/p_1001612234.jpg,https://www.homedepot.ca/product/ryobi-18v-one-hp-brushless-cordless-hammer-drill-3-speed-impact-driver-kit-with-2-hp-batteries-charger-and-bag/1001612234
1001039543,Drills,DCD996B,20V MAX XR Lithium-Ion Cordless Brushless 1/2-inch Premium Hammer Drill (Tool-Only),CAD,299.0,0,,533,4.591,https://images.homedepot.ca/productimages/p_1001039543.jpg,https://www.homedepot.ca/product/dewalt-20v-max-xr-lithium-ion-cordless-brushless-1-2-inch-premium-hammer-drill-tool-only-/1001039543
1000657246,Drills,11264EVS,120V 1 5/8-inch Brushed Corded Hammer Drill with Auxiliary Side Handle and Carrying Case,CAD,898.0,0,,104,4.6827,https://images.homedepot.ca/productimages/p_1000657246.jpg,https://www.homedepot.ca/product/bosch-120v-1-5-8-inch-brushed-corded-hammer-drill-with-auxiliary-side-handle-and-carrying-case/1000657246
1001204553,Drills,DHP482Z,18V LXT 1/2-Inch Li-Ion Cordless Hammer Drill / Driver (Tool Only),CAD,129.0,0,,38,4.4211,https://images.homedepot.ca/productimages/p_1001204553.jpg,https://www.homedepot.ca/product/makita-18v-lxt-1-2-inch-li-ion-cordless-hammer-drill-driver-tool-only-/1001204553
1000719289,Drills,DFR550Z,18V LXT Autofeed Screwdriver (Tool Only),CAD,298.0,0,,47,3.8085,https://images.homedepot.ca/productimages/p_1000719289.jpg,https://www.homedepot.ca/product/makita-18v-lxt-autofeed-screwdriver-tool-only-/1000719289
1001028430,Drills,3512856,120-Volt SDS Max Demolition Hammer TE 500-AVR Performance Package,CAD,1589.0,0,,8,4.875,https://images.homedepot.ca/productimages/p_1001028430.jpg,https://www.homedepot.ca/product/hilti-120-volt-sds-max-demolition-hammer-te-500-avr-performance-package/1001028430
1000848189,Drills,RH540M,120V Corded 1 9/16-inch SDS-Max Combination Hammer Drill with Carrying Case,CAD,629.0,2,,161,4.5031,https://images.homedepot.ca/productimages/p_1000848189.jpg,https://www.homedepot.ca/product/bosch-120v-corded-1-9-16-inch-sds-max-combination-hammer-drill-with-carrying-case/1000848189
1001015709,Drills,DW511,7.8 Amp Corded 1/2-inch Variable Speed Reversible Hammer Drill,CAD,149.0,3,,740,4.1595,https://images.homedepot.ca/productimages/p_1001015709.jpg,https://www.homedepot.ca/product/dewalt-7-8-amp-corded-1-2-inch-variable-speed-reversible-hammer-drill/1001015709
1001814977,Drills,HR2641X2,1-inch SDS Plus Premium 3-Cutter Rotary Hammer Drill Kit with 5pc TCT Bits and AVT (Tool Only),CAD,259.0,3,,0,0.0,https://images.homedepot.ca/productimages/p_1001814977.jpg,https://www.homedepot.ca/product/makita-1-inch-sds-plus-premium-3-cutter-rotary-hammer-drill-kit-with-5pc-tct-bits-and-avt-tool-only-/1001814977
1001514223,Drills,MXF301-2CXS,"MX FUEL Lithium-Ion Cordless Handheld Core Drill Kit with Stand, (2) Batteries and Charger",CAD,4999.0,0,,11,4.8182,https://images.homedepot.ca/productimages/p_1001514223.jpg,https://www.homedepot.ca/product/milwaukee-tool-mx-fuel-lithium-ion-cordless-handheld-core-drill-kit-with-stand-2-batteries-and-charger/1001514223
1001686740,Drills,DCD445B,20V MAX FLEXVOLT Advantage Cordless 7/16 Right Angle Drill (Tool Only),CAD,399.0,0,,59,4.6441,https://images.homedepot.ca/productimages/p_1001686740.jpg,https://www.homedepot.ca/product/dewalt-20v-max-flexvolt-advantage-cordless-7-16-right-angle-drill-tool-only-/1001686740
1001557852,Drills,DCF601F2,12V Max Brushless Screwdriver Kit,CAD,169.0,0,,36,4.8611,https://images.homedepot.ca/productimages/p_1001557852.jpg,https://www.homedepot.ca/product/dewalt-12v-max-brushless-screwdriver-kit/1001557852
1001076571,Drills,KC-116FN,13-inch 7.5 amp Floor Drill Press,CAD,579.0,0,,7,4.8571,https://images.homedepot.ca/productimages/p_1001076571.jpg,https://www.homedepot.ca/product/king-canada-13-inch-7-5-amp-floor-drill-press/1001076571
1001650156,Drills,2912-22DE,"M18 FUEL 18V Li-Ion 1 in. Cordless SDS-Plus Rotary Hammer w/Dust Extractor Kit, Two 6.0 Ah Batteries",CAD,978.0,0,,16,4.5,https://images.homedepot.ca/productimages/p_1001650156.jpg,https://www.homedepot.ca/product/milwaukee-tool-m18-fuel-18v-li-ion-1-in-cordless-sds-plus-rotary-hammer-w-dust-extractor-kit-two-6-0-ah-batteries/1001650156
1000665516,Drills,0240-20,3/8-inch Tradesman Drill,CAD,98.0,4,,217,4.5714,https://images.homedepot.ca/productimages/p_1000665516.jpg,https://www.homedepot.ca/product/milwaukee-tool-3-8-inch-tradesman-drill/1000665516
1001746866,Drills,R87012K,18V Brushless Sub-Compact Cordless 1/2-inch Drill/Driver Kit with (2) 2.0 Ah Batteries and Charger,CAD,199.0,4,,181,4.7238,https://images.homedepot.ca/productimages/p_1001746866.jpg,https://www.homedepot.ca/product/ridgid-18v-brushless-sub-compact-cordless-1-2-inch-drill-driver-kit-with-2-2-0-ah-batteries-and-charger/1001746866
1001065791,Drills,DCH481X2,"60V MAX FLEXVOLT Lithium-Ion Cordless Brushless 1-9/16-inch SDS-Plus Combination Rotary Hammer Kit with (2) 9Ah Batteries, Charger and Case",CAD,1179.0,0,,65,4.6923,https://images.homedepot.ca/productimages/p_1001065791.jpg,https://www.homedepot.ca/product/dewalt-60v-max-flexvolt-lithium-ion-cordless-brushless-1-9-16-inch-sds-plus-combination-rotary-hammer-kit-with-2-9ah-batteries-charger-and-case/1001065791
1000831870,Drills,2802-22CT,M18 18V Lithium-Ion Brushless Cordless 1/2-Inch Compact Hammer Drill/Driver Kit W/ (2) Batteries,CAD,299.0,0,,59,4.4068,https://images.homedepot.ca/productimages/p_1000831870.jpg,https://www.homedepot.ca/product/milwaukee-tool-m18-18v-lithium-ion-brushless-cordless-1-2-inch-compact-hammer-drill-driver-kit-w-2-batteries/1000831870
1000836252,Drills,5268-21,1-1/8 Inch. SDS Plus Rotary Hammer Kit,CAD,505.0,0,,163,4.5031,https://images.homedepot.ca/productimages/p_1000836252.jpg,https://www.homedepot.ca/product/milwaukee-tool-1-1-8-inch-sds-plus-rotary-hammer-kit/1000836252
1000736182,Drills,2606-20,M18 18V 1/2-inch Cordless Compact Drill Driver (Tool Only),CAD,158.0,6,,237,4.4135,https://images.homedepot.ca/productimages/p_1000736182.jpg,https://www.homedepot.ca/product/milwaukee-tool-m18-18v-1-2-inch-cordless-compact-drill-driver-tool-only-/1000736182
1000719278,Drills,DHR241Z,18V LXT Li-Ion 7/8-inch Cordless Brushless SDS-PLUS Rotary Hammer with Variable Speed (Tool Only),CAD,239.0,3,,3,4.6667,https://images.homedepot.ca/productimages/p_1000719278.jpg,https://www.homedepot.ca/product/makita-18v-lxt-li-ion-7-8-inch-cordless-brushless-sds-plus-rotary-hammer-with-variable-speed-tool-only-/1000719278
1001052943,Drills,2866-22,M18 Fuel Drywall Screw Gun Kit,CAD,399.0,0,,125,4.704,https://images.homedepot.ca/productimages/p_1001052943.jpg,https://www.homedepot.ca/product/milwaukee-tool-m18-fuel-drywall-screw-gun-kit/1001052943
1000761545,Drills,DCD740B,20V MAX Lithium-Ion Cordless 3/8-inch Right Angle Drill/Driver (Tool-Only),CAD,174.92,0,,250,4.168,https://images.homedepot.ca/productimages/p_1000761545.jpg,https://www.homedepot.ca/product/dewalt-20v-max-lithium-ion-cordless-3-8-inch-right-angle-drill-driver-tool-only-/1000761545
1001686741,Drills,DCD999T1,"20V MAX FLEXVOLT Advantage Cordless 1/2"" Hammer Drill Kit",CAD,499.0,0,,231,4.7706,https://images.homedepot.ca/productimages/p_1001686741.jpg,https://www.homedepot.ca/product/dewalt-20v-max-flexvolt-advantage-cordless-1-2-hammer-drill-kit/1001686741
1001683370,Drills,2915-20,M18 FUEL 18-Volt Lithium-Ion Brushless Cordless 1-1/8 in. SDS-Plus Rotary Hammer (Tool Only),CAD,598.0,3,,70,4.8429,https://images.homedepot.ca/productimages/p_1001683370.jpg,https://www.homedepot.ca/product/milwaukee-tool-m18-fuel-18-volt-lithium-ion-brushless-cordless-1-1-8-in-sds-plus-rotary-hammer-tool-only-/1001683370
1000851754,Drills,DCD995M2,20V MAX XR Lithium-Ion Cordless Brushless 3-Speed Hammer Drill,CAD,414.0,0,,28,4.5,https://images.homedepot.ca/productimages/p_1000851754.jpg,https://www.homedepot.ca/product/dewalt-20v-max-xr-lithium-ion-cordless-brushless-3-speed-hammer-drill/1000851754
1001052939,Drills,2717-22HD,M18 FUEL 18V Lithium-Ion Brushless Cordless 1-9/16 -inch SDS-Max Rotary Hammer Kit,CAD,1228.0,0,,43,4.907,https://images.homedepot.ca/productimages/p_1001052939.jpg,https://www.homedepot.ca/product/milwaukee-tool-m18-fuel-18v-lithium-ion-brushless-cordless-1-9-16-inch-sds-max-rotary-hammer-kit/1001052939
1000662015,Drills,2407-22,"M12 12V Lithium-Ion Cordless 3/8-Inch Drill/Driver Kit with (2) 1.5 Ah Batteries, Charger and Tool Bag",CAD,188.0,0,,629,4.6995,https://images.homedepot.ca/productimages/p_1000662015.jpg,https://www.homedepot.ca/product/milwaukee-tool-m12-12v-lithium-ion-cordless-3-8-inch-drill-driver-kit-with-2-1-5-ah-batteries-charger-and-tool-bag/1000662015
1001601560,Drills,R8701B,18V Brushless Cordless Sub-Compact 1/2-inch Drill/Driver (Tool Only),CAD,134.0,0,,91,4.6154,https://images.homedepot.ca/productimages/p_1001601560.jpg,https://www.homedepot.ca/product/ridgid-18v-brushless-cordless-sub-compact-1-2-inch-drill-driver-tool-only-/1001601560
1001045526,Drills,DCD991P2,"20V MAX XR Lithium-Ion Cordless Brushless 1/2-inch Drill/Driver with (2) 5Ah Batteries, Charger and Case",CAD,479.0,0,,81,4.716,https://images.homedepot.ca/productimages/p_1001045526.jpg,https://www.homedepot.ca/product/dewalt-20v-max-xr-lithium-ion-cordless-brushless-1-2-inch-drill-driver-with-2-5ah-batteries-charger-and-case/1001045526
1001514225,Drills,MXF368-1XC,MX FUEL Lithium-Ion Cordless 1-1/8 -inch Breaker with Battery and Charger,CAD,3199.0,0,,25,4.24,https://images.homedepot.ca/productimages/p_1001514225.jpg,https://www.homedepot.ca/product/milwaukee-tool-mx-fuel-lithium-ion-cordless-1-1-8-inch-breaker-with-battery-and-charger/1001514225
1001028505,Drills,BDCDD12C,12V MAX Lithium-Ion Cordless 3/8-inch Drill with Battery 1.5Ah and Charger,CAD,68.98,0,,219,4.484,https://images.homedepot.ca/productimages/p_1001028505.jpg,https://www.homedepot.ca/product/black-decker-12v-max-lithium-ion-cordless-3-8-inch-drill-with-battery-1-5ah-and-charger/1001028505
